ID,CODE,VALID_FROM,VALID_UNTIL,SNAME,LNAME
1278590,Q42,1/1/1970,1/1/2036,942,Colorado to I-25/Broadway
1278591,Q50,1/1/1970,4/24/2016,950,Nine Mile to Southmoor
103,103,1/1/1970,1/1/2036,103,Light Rail West Line
1278592,Q60,1/1/1970,1/1/2036,960,Lincoln to Southmoor
1278593,Q61,1/1/1970,1/1/2036,961,Lincoln to Arapahoe
1278594,Q62,1/1/1970,1/1/2036,962,Dry Creek to Southmoor
1278595,Q70,1/1/1970,1/1/2036,970,Federal Center to Union Station
1278596,Q71,1/1/1970,1/1/2036,971,Federal Center to Wadsworth
1278597,Q72,1/1/1970,1/1/2036,972,Wadsworth to Sheridan
1278598,Q73,1/1/1970,1/1/2036,973,Sheridan to Decatur/Federal
1278599,116L,1/1/1970,1/1/2036,617,South Simms Limited
1278600,Q80,1/1/1970,1/1/2036,980,Jeffco to Federal Center
1278601,BLCR,1/1/1970,1/1/2036,694,Belmar Call-n-Ride
1278602,100L,1/1/1970,1/1/2036,501,South Kipling Limited
1278603,GDCR,1/1/1970,1/1/2036,695,Golden Call-n-Ride
206,206,4/28/2013,8/18/2013,206,Pearl / Manhattan / Fairview H.S.
17,17,4/28/2013,1/1/2036,17,Red Rocks College
1278604,KC,1/1/1970,1/1/2036,348,Ken Caryl Ranch
26,26,1/1/1970,1/1/2036,26,West 26th Avenue
1496973,Q23,1/1/1970,1/1/2036,923,Englewood to I-25/Broadway
1278587,Q34,7/20/2013,1/1/2036,934,Decatur/Federal o Union Station
1000502,US85,9/21/2013,9/27/2014,814,US85 & Bridge St. PnR
1000511,BNLX,9/21/2013,9/27/2014,824,NOG Loop Extra
1000516,WAGN,9/21/2013,9/27/2014,816,Wagon Road/Thornton PnR
1000580,BMLX,9/21/2013,9/27/2014,823,MOG Loop Extra
1000581,BLDR,9/21/2013,9/27/2014,821,Boulder/Broomfield
2288062,FMR,1/1/1970,1/1/2036,487,Free MetroRide
89,89,5/11/2014,1/1/2036,89,Stapleton / Anschutz Campus
1390139,BDWY,5/24/2014,1/1/2036,779,I-25-BDWY/DUS/WESTMINSTER PNR
1000567,LGMT,5/24/2014,8/7/2014,781,LONGMONT/NIWOT PNR
2504326,SMAL,10/18/2014,6/27/2015,857,Special Service Mall
1000567,LGMT,5/22/2015,8/22/2015,781,LONGMONT/NIWOT PNR
2504326,SMAL,6/27/2015,1/1/2036,857,SS Free Mall Ride
33,33,1/1/1970,1/1/2036,33,Platte Valley
1278579,Q12,8/16/2015,1/1/2036,912,10th/Osage to 18th/California
1256246,Q14,8/16/2015,1/1/2036,914,I-25/Broadway to 30th/Downing
1,1,8/16/2015,1/1/2036,1,1st Avenue
1000512,AS,8/16/2015,1/1/2036,526,Central Park / DIA
1000523,S,8/16/2015,1/1/2036,322,Union Station / Boulder Junction
85,85,1/1/1970,1/1/2036,85,Chatfield Avenue
1000554,SHOP,8/16/2015,1/3/2016,496,Shopper''s Special
401,401,8/16/2015,1/1/2036,401,Highlands Ranch/Mineral
1000572,HX,8/16/2015,1/1/2036,359,Boulder Junction / Civic Center
1000502,US85,10/3/2015,8/14/2016,814,US85 & Bridge St. PnR
1000511,BNLX,10/3/2015,8/14/2016,824,NOG Loop Extra
1000516,WAGN,10/3/2015,8/14/2016,816,Wagon Road/Thornton PnR
1000580,BMLX,10/3/2015,8/14/2016,823,MOG Loop Extra
1000581,BLDR,10/3/2015,8/14/2016,821,Boulder/Broomfield
1024761,SICR,1/1/1970,6/11/2012,SICR,SICR
1024762,SJCR,1/1/1970,6/11/2012,SJCR,SJCR
1024763,BWCR,1/1/1970,6/11/2012,BWCR,BWCR
1025150,NLX,1/1/1970,1/1/2036,98,NOG Loop Extra
77,77,6/11/2012,6/12/2012,77,Ken Caryl Avenue
1024762,SJCR,6/11/2012,1/1/2036,692,South Jeffco Call-n-Ride
104,104,6/11/2012,6/12/2012,104,West 104th Avenue
1025151,BB01,1/1/1970,2/26/2013,901,30th/Downing TO 18th & Cal
1025152,BB02,1/1/1970,1/1/2036,902,30th/Downing TO ConvCtr
1025153,BB03,1/1/1970,1/1/2036,903,30th/Downing TO 25th Welton Closed
1025154,BB04,1/1/1970,1/1/2036,904,30tth/Downing TO 25th
1025155,BB05,1/1/1970,1/1/2036,905,30th/Downing TO 17th & Cal
1025156,BB10,1/1/1970,1/1/2036,910,10th /Osage TO Colfax
1025157,BB11,1/1/1970,1/1/2036,911,10th/Osage TO Stout
1025158,BB12,1/1/1970,5/21/2017,912,10th/Osage TO Colfax
1025159,BB13,1/1/1970,1/1/2036,913,10th/Osage TO AuriW
1025160,BB15,1/1/1970,1/1/2036,915,10th/Osage TO Alameda
1025161,BB16,1/1/1970,1/1/2036,916,10th/Osage TO I-25
1025162,BB19,1/1/1970,1/1/2036,919,I-25 TO Alameda
1024763,BWCR,6/11/2012,1/1/2036,691,Belleview call-n-ride
1025163,BB21,1/1/1970,1/1/2036,921,I-25 TO Evans
1024760,LGCR,6/11/2012,1/1/2036,679,Longmont call-n-Ride
1024761,SICR,6/11/2012,1/1/2036,687,South Inverness call-n-Ride
77,77,6/12/2012,6/14/2012,77,Ken Caryl Ave
104,104,6/12/2012,6/14/2012,104,104th Avenue
1105308,ALAM,1/1/1970,9/17/2016,806,Alameda/Havana PnR
1159624,BB34,1/1/1970,1/1/2036,BB34,BB34
1159629,BB28,1/1/1970,1/1/2036,BB28,BB28
1256245,Q10,1/1/1970,1/1/2036,910,I-25 Bdwy to 18th/California
1256246,Q14,1/1/1970,8/16/2015,914,I-25 Bdwy to 30th/Downing
1256247,Q30,1/1/1970,1/1/2036,930,I-25/Broadway to Union Station
1390138,BFLD,1/1/1970,1/1/2036,778,BROOMFIELD PNR
1390139,BDWY,1/1/1970,5/24/2014,779,I-25-BDWY/MSS/WESTMINSTER PNR
1000556,ARAP,5/26/2013,1/1/2036,782,ARAPAHOE/NINE MILE PNR
1000567,LGMT,5/26/2013,8/24/2013,781,LONGMONT/NIWOT PNR
1390140,LOOP,1/1/1970,10/21/2017,784,LOOP EXTRA
1390141,LOCA,1/1/1970,1/1/2036,783,LOCAL RUNRIDE ROUTINGS
1000578,MNRL,5/26/2013,1/1/2036,780,LITTLETON/MINERAL/FEDERAL CTR STN
1000567,LGMT,8/24/2013,5/24/2014,822,Longmont
1747655,Q05,1/1/1970,6/18/2016,905,Auri/West to 30th/Downing
1000502,US85,9/14/2013,9/21/2013,726,US85 & Bridge
1000511,BNLX,9/14/2013,9/21/2013,725,NOG Loop Extra
1000516,WAGN,9/14/2013,9/21/2013,722,Wagon Road
1000580,BMLX,9/14/2013,9/21/2013,724,MOG Loop Extra
1000581,BLDR,9/14/2013,9/21/2013,723,Boulder
205,205,3/1/2014,1/1/2036,205,28th St / Gunbarrel / Heatherwood
2504326,SMAL,1/1/1970,10/18/2014,857,SS Free Mall Ride
1000502,US85,10/4/2014,9/25/2015,814,US85 & Bridge St. PnR
1000511,BNLX,10/4/2014,9/25/2015,824,NOG Loop Extra
1000516,WAGN,10/4/2014,9/25/2015,816,Wagon Road/Thornton PnR
1000580,BMLX,10/4/2014,9/25/2015,823,MOG Loop Extra
1000581,BLDR,10/4/2014,9/25/2015,821,Boulder/Broomfield
3066824,BV,1/10/2015,1/1/2036,344,Boulder / Denver
4,4,1/1/1970,1/1/2036,4,Morrison Road
1000554,SHOP,5/10/2015,8/16/2015,496,Shopper's Special
4543304,Q100,1/1/1970,4/24/2016,982,Union Station to 40th & Colorado
4543305,Q101,1/1/1970,4/24/2016,983,40th & Colorado to Peoria
4543306,Q102,1/1/1970,4/24/2016,984,Peoria to Denver Airport
5041195,Q52,1/1/1970,1/15/2017,992,Nine Mile to Florida
5041196,Q53,1/1/1970,1/15/2017,993,Florida to 2nd/Abilene
5041197,Q54,1/1/1970,1/15/2017,994,2nd/Abilene to Colfax
5041198,Q55,1/1/1970,1/15/2017,995,Colfax to Peoria
1000554,SHOP,4/24/2016,8/14/2016,496,Shopper's Special
5041199,Q200,1/1/1970,1/1/2036,986,Union Station to Westminster
157,157,1/1/1970,1/15/2017,157,CCA - Buckley
19,19,1/1/1970,1/1/2036,19,North Pecos
169,169,1/1/1970,1/1/2036,169,Buckley Road
1000567,LGMT,5/28/2016,8/20/2016,781,LONGMONT/NIWOT PNR
113,113,1/1/1970,5/21/2017,113,113
1747655,Q05,6/18/2016,1/1/2036,905,18th/Cal - 30th/Down via California
1476388,Q04,7/2/2016,1/1/2036,904,25th/Welton to 30th/Downing
1103844,86R,7/2/2016,1/1/2036,705,US36 Broomfield/US36 Sheridan
5499096,QMLX,1/1/1970,7/25/2016,QMLX,QMLX
5499096,QMLX,7/25/2016,2/24/2018,991,Bus Bridge Loop Extra
1000502,US85,8/14/2016,8/20/2016,726,US85 & Bridge
1000507,AA,8/14/2016,1/1/2036,504,Wagon Road / Denver Airport
1000511,BNLX,8/14/2016,8/20/2016,725,NOG Loop Extra
1000516,WAGN,8/14/2016,8/20/2016,722,Wagon Road
1159275,HOP,8/14/2016,9/10/2016,234,HOP
5608102,Q63,1/1/1970,3/17/2018,963,Lincoln to Dry Creek
5608103,SPCR,1/1/1970,1/1/2036,688,Superior Call-n-Ride
1000554,SHOP,8/14/2016,11/6/2016,496,Shopper''s Special
1000571,145X,8/14/2016,1/1/2036,645,Brighton / Denver Airport
1000580,BMLX,8/14/2016,8/20/2016,724,MOG Loop Extra
1000581,BLDR,8/14/2016,8/20/2016,723,Boulder
1000502,US85,8/20/2016,9/24/2016,814,US85 & Bridge St. BroncosRide
1000511,BNLX,8/20/2016,8/27/2016,824,Loop Extra BroncosRide
1000516,WAGN,8/20/2016,8/27/2016,816,Wagon Road/Thornton BroncosRide
1000527,EVGN,8/20/2016,1/1/2036,805,Evergreen/El Rancho BroncosRide
1000531,DRCK,8/20/2016,1/1/2036,803,Dry Creek/University BroncosRide
1000536,OLDE,8/20/2016,8/27/2016,810,Olde Town Arvada  BroncosRide
1000544,PNRY,8/20/2016,1/1/2036,811,Pinery/Parker BroncosRide
1000555,SOHS,8/20/2016,1/1/2036,813,South High School BroncosRide
1000567,LGMT,8/20/2016,8/27/2016,822,Longmont BroncosRide
1000573,FED,8/20/2016,8/27/2016,819,Federal Shuttle Broncos Ride
5668890,SHER,1/1/1970,8/27/2016,818,US36 & Sheridan BroncosRide
1000580,BMLX,8/20/2016,8/27/2016,823,Loop Extra BroncosRide
1000581,BLDR,8/20/2016,8/27/2016,821,Boulder/Broomfield BroncosRide
1000582,NINE,8/20/2016,8/27/2016,809,Nine Mile Station BroncosRide
1000593,WADS,8/20/2016,8/27/2016,815,Wadsworth-Hampden BroncosRide
1000597,WARD,8/20/2016,8/27/2016,817,Ward Road BroncosRide
1000511,BNLX,8/27/2016,9/2/2016,824,NOG Loop Extra
1000516,WAGN,8/27/2016,9/2/2016,816,Wagon Road/Thornton PnR
1000536,OLDE,8/27/2016,9/2/2016,810,Olde Town Arvada PnR
1000567,LGMT,8/27/2016,9/2/2016,822,Longmont
1000573,FED,8/27/2016,9/2/2016,819,Federal Shuttle
5668890,SHER,8/27/2016,9/2/2016,818,US36 & Sheridan
6693814,SHUZ,1/1/1970,3/4/2017,949,Anschutz  Shuttle
209,209,9/2/2017,9/3/2017,209,CU / Mohawk Dr
1000508,AB,9/2/2017,9/3/2017,357,Boulder / Denver Airport
1000513,AT,9/2/2017,9/3/2017,521,Arapahoe County / Denver Airport
7700689,LD,9/2/2017,9/3/2017,366,Longmont / Denver
7700690,LX,9/2/2017,9/3/2017,367,Longmont I-25 Express
1000554,SHOP,9/2/2017,9/3/2017,496,Shopper''''s Special
1000570,169L,9/3/2017,9/5/2017,669,Buckley / Denver Airport
206,206,9/3/2017,9/5/2017,206,Boulder Junction/ Fairview H.S.
209,209,9/3/2017,9/5/2017,209,CU / Mohawk Dr
1000508,AB,9/3/2017,9/5/2017,357,Boulder / Denver Airport
1000513,AT,9/3/2017,9/5/2017,521,Arapahoe County / Denver Airport
7700689,LD,9/3/2017,9/5/2017,366,Longmont / Denver
7700690,LX,9/3/2017,9/5/2017,367,Longmont I-25 Express
1000554,SHOP,9/3/2017,9/5/2017,496,Shopper''''s Special
7700843,BR10,9/9/2017,1/1/2036,821,Boulder/Broomfield Broncos-BLDR
7700776,BR12,9/9/2017,1/1/2036,818,US36 & Sheridan Broncos-SHER
7700805,BR20,9/9/2017,1/1/2036,822,Longmont Broncos-LGMT
7700774,BR26,9/9/2017,1/1/2036,803,Dry Creek/University Broncos-DRCK
7700791,BR32,9/9/2017,1/1/2036,805,Evergreen/El Rancho Broncos-EVGN
7700830,BR38,9/9/2017,1/1/2036,819,Federal Shuttle Broncos-FED
7700826,BR44,9/9/2017,1/1/2036,809,Nine Mile Station Broncos-NINE
7700772,BR48,9/9/2017,1/1/2036,811,Pinery/Parker Broncos-PNRY
7700783,BR4,9/9/2017,1/1/2036,816,Wagon Road/Thornton Broncos-WAGN
7700816,BR56,9/9/2017,1/1/2036,813,South High School Broncos-SOHS
7700788,BR60,9/9/2017,1/1/2036,814,US85 & Bridge St. Broncos-US85
7700811,BR64,9/9/2017,1/1/2036,817,Ward Road Broncos-WARD
7700778,BR6,9/9/2017,1/1/2036,815,Wadsworth-Hampden Broncos-WADS
7700822,BR8,9/9/2017,9/16/2017,810,Olde Town Arvada  Broncos-OLDE
7700781,BR98,9/9/2017,1/1/2036,823,Metro Loop Extra Broncos-BMLX
7700785,BR99,9/9/2017,1/1/2036,824,Northern Loop Extra Broncos-BNLX
7802938,CB12,1/1/1970,1/1/2036,852,Buffs Sheridn/ Broomfld/McCas -86B
7802939,CB20,1/1/1970,1/1/2036,856,Buffs Longmont - LB
7802940,CB44,1/1/1970,1/1/2036,853,Buffs Nine Mile - 90B
7802941,CB4,1/1/1970,1/1/2036,854,Buffs Wagon Road - 120B
7802942,CB52,1/1/1970,1/1/2036,851,Buffs Southmoor /  Broadway  -37B
7802943,CB53,1/1/1970,1/1/2036,855,Buffs Boulder / Table Mesa  -BBT
7802944,CB6,1/1/1970,1/1/2036,850,Buffs Wadsworth / Fed Center -36B
7881795,RA10,1/1/1970,1/1/2036,723,Boulder
7881796,RA4,1/1/1970,1/1/2036,722,Wagon Road
7881797,RA60,1/1/1970,1/1/2036,726,US85 & Bridge
7881798,RA98,1/1/1970,1/1/2036,724,Mero Loop Extra
7881799,RA99,1/1/1970,1/1/2036,725,Northern Loop Extra
7960260,Q56,1/1/1970,1/1/2036,936,Fitzsimons - Peoria
7960261,Q57,1/1/1970,1/1/2036,937,Nine Mile - 2nd & Abilene
1390140,LOOP,10/21/2017,1/1/2036,231,JUMP West-end Loop
109,109,1/1/1970,1/1/2036,109,Light Rail L Line
8549723,FF7,1/1/1970,1/1/2036,351,Flatiron Flyer
8549724,Q106,1/1/1970,1/1/2036,948,DUS-40th & Airport All Stop
5041189,Q300,1/14/2018,1/1/2036,987,Union Station to WheatRidge-Ward
5041190,Q301,1/14/2018,1/1/2036,804,DUS-41st/Fox
5041191,Q302,1/14/2018,1/1/2036,988,Union Station to Clear Crk/Federal
5041192,Q303,1/14/2018,1/1/2036,989,Clear Crk/Federal to Olde Town
8549725,Q304,1/1/1970,1/1/2036,990,Olde Town to Ward
8549726,Q64,1/1/1970,1/1/2036,964,Lincoln-Dry Creek Express
8549727,Q65,1/1/1970,3/17/2018,965,Lincoln-County-DryCrk via I-25
1000554,SHOP,1/14/2018,2/24/2018,496,Shopper''''''''''''''''s Special
8651303,Q117,1/1/1970,1/1/2036,820,DUS-38th/Blake
5608102,Q63,3/17/2018,5/20/2018,963,Lincoln to Dry Creek All Stop
8549727,Q65,3/17/2018,5/20/2018,965,Lincoln-DryCrk All Stop Detour
5041194,Q51,11/12/2016,1/15/2017,928,Old Q50 / Southmoor to Nine Mile
7108239,47D,1/1/1970,1/1/2036,47D,47D
7552195,Q24,1/1/1970,1/1/2036,925,Evans to I-25/Broadway
7700689,LD,1/1/1970,8/27/2017,LD,LD
7700690,LX,1/1/1970,8/27/2017,LX,LX
5499096,QMLX,2/24/2018,5/20/2018,938,Bus Bridge Loop Extra
1000554,SHOP,2/24/2018,1/1/2036,496,Shopper's Special
5608102,Q63,5/20/2018,1/1/2036,963,Lincoln to Dry Creek
8549727,Q65,5/20/2018,1/1/2036,965,Lincoln-County-DryCrk via I-25
5499096,QMLX,5/20/2018,1/1/2036,991,Bus Bridge Loop Extra
1000573,FED,10/22/2016,10/29/2016,819,Federal Shuttle Broncos Ride
1000554,SHOP,11/6/2016,1/15/2017,496,Shopper''''s Special
5041194,Q51,1/15/2017,1/1/2036,928,Southmoor to Nine Mille
5041195,Q52,1/15/2017,1/1/2036,929,Nine Mile to Florida
5041196,Q53,1/15/2017,1/1/2036,967,Florida to 2nd/Abilene
5041197,Q54,1/15/2017,1/1/2036,968,2nd/Abilene to Colfax
5041198,Q55,1/15/2017,1/1/2036,969,Colfax to Peoria
6481163,RX,1/1/1970,1/1/2036,546,Brighton / Denver
1000554,SHOP,1/15/2017,2/11/2017,496,Shopper''''''''s Special
107,107,1/1/1970,1/1/2036,107,Light Rail R Line
131,131,1/15/2017,2/4/2017,131,Iliff
157,157,1/15/2017,1/1/2036,157,CCA / Buckley
62,62,1/1/1970,1/1/2036,62,Commerce City/ Dicks SG Park
6043351,Q104,1/15/2017,1/1/2036,946,DUS - Central Pk - DIA
6043352,Q105,1/15/2017,1/1/2036,947,DUS - 40thAirport - DIA
131,131,2/4/2017,1/1/2036,131,East Iliff / Seven Hills
6693814,SHUZ,3/4/2017,1/1/2036,949,Anschutz Shuttle
6920581,CR20,1/1/1970,1/1/2036,709,Longmont (BR)
6920582,CR4,1/1/1970,1/1/2036,707,Wagon Road/Thornton (120R)
6920583,CR98,1/1/1970,1/1/2036,710,Metro Loop Extra
6920584,CR99,1/1/1970,1/1/2036,711,Rockies Northern Loop Extra
113,113,5/21/2017,1/1/2036,113,Commuter Rail
1025158,BB12,5/21/2017,1/1/2036,778,US36 Sheridan / US36 Broomfield
7146314,BB20,1/1/1970,1/1/2036,781,Longmont / Niwot
7146315,BB42,1/1/1970,1/1/2036,780,Mineral/Federal Center Station
7146316,BB44,1/1/1970,1/1/2036,782,I-25 Broadway/Arapahoe/Nine Mile
7146317,BB53,1/1/1970,1/1/2036,783,BB53 S Local / BB54 N Local
7146318,BB98,1/1/1970,1/1/2036,784,LOOP EXTRA
7208861,Q110,1/1/1970,1/1/2036,914,DUS-38th-DIA
7208862,Q111,1/1/1970,1/1/2036,915,40th&Colo-DIA
7208863,Q112,1/1/1970,1/1/2036,916,CnPk-DIA
7208864,Q113,1/1/1970,1/1/2036,917,Peor-DUS all stop
7208865,Q114,1/1/1970,1/1/2036,918,Peoria-DUS express
7842405,BR24,1/1/1970,1/1/2036,806,Alameda/Havana Broncos-ALAM
7700822,BR8,9/16/2017,1/1/2036,810,Olde Town Arvada Broncos-OLDE
1000570,169L,12/17/2017,1/1/2036,669,Buckley / Tower DIA Limited
1000513,AT,12/17/2017,1/1/2036,521,Arapahoe County / DIA
1000554,SHOP,12/17/2017,1/14/2018,496,Shopper''''''''s Special
1000511,BNLX,9/2/2016,9/24/2016,824,Loop Extra BroncosRide
1000516,WAGN,9/2/2016,9/24/2016,816,Wagon Road/Thornton BroncosRide
1000536,OLDE,9/2/2016,1/1/2036,810,Olde Town Arvada BroncosRide
1000567,LGMT,9/2/2016,1/1/2036,822,Longmont BroncosRide
1000573,FED,9/2/2016,9/17/2016,819,Federal Shuttle Broncos Ride
5668890,SHER,9/2/2016,1/1/2036,818,US36 & Sheridan BroncosRide
1000580,BMLX,9/2/2016,9/24/2016,823,Loop Extra BroncosRide
1000581,BLDR,9/2/2016,9/24/2016,821,Boulder/Broomfield BroncosRide
1000582,NINE,9/2/2016,1/1/2036,809,Nine Mile Station BroncosRide
1000593,WADS,9/2/2016,1/1/2036,815,Wadsworth-Hampden BroncosRide
1000597,WARD,9/2/2016,1/1/2036,817,Ward Road BroncosRide
9067638,120S,1/1/1970,1/1/2036,707,Wagon Road / Thornton Express
9067639,LDSS,1/1/1970,1/1/2036,709,Rockies Longmont / Denver
9067640,Q118,1/1/1970,1/1/2036,906,DUS - 40th/Airport All Stop
9067641,Q119,1/1/1970,1/1/2036,907,DUS - 40th/Airport Express
9067642,Q120,1/1/1970,1/1/2036,908,DUS-Cntrl Park-40th/Airpt Express
9402317,Q06,1/1/1970,1/1/2036,909,25th/Welton temp to 30th/Downing
1159275,HOP,9/10/2016,1/1/2036,234,Boulder Circulator
1000554,SHOP,2/11/2017,8/27/2017,496,Shopper''s Special
1000580,BMLX,8/27/2016,9/2/2016,823,MOG Loop Extra
1000581,BLDR,8/27/2016,9/2/2016,821,Boulder/Broomfield
1000582,NINE,8/27/2016,9/2/2016,809,Nine Mile Station
1000593,WADS,8/27/2016,9/2/2016,815,Wadsworth-Hampden PnR
1000597,WARD,8/27/2016,9/2/2016,817,Ward Road PnR
1000502,US85,9/24/2016,10/1/2016,726,US85 & Bridge
1000511,BNLX,9/24/2016,10/1/2016,725,NOG Loop Extra
1000516,WAGN,9/24/2016,10/1/2016,722,Wagon Road
1000580,BMLX,9/24/2016,10/1/2016,724,MOG Loop Extra
1000581,BLDR,9/24/2016,10/1/2016,723,Boulder
1000502,US85,10/1/2016,1/1/2036,814,US85 & Bridge St. BroncosRide
1000511,BNLX,10/1/2016,1/1/2036,824,Loop Extra BroncosRide
1000516,WAGN,10/1/2016,1/1/2036,816,Wagon Road/Thornton BroncosRide
1000580,BMLX,10/1/2016,1/1/2036,823,Loop Extra BroncosRide
1000581,BLDR,10/1/2016,1/1/2036,821,Boulder/Broomfield BroncosRide
6043351,Q104,1/1/1970,1/15/2017,945,DUS - Central Pk - DIA
6043352,Q105,1/1/1970,1/15/2017,964,DUS - 40thAirport - DIA
1000573,FED,10/29/2016,1/1/2036,819,Federal Shuttle BroncosRide
6330471,55S,1/1/1970,1/1/2036,948,Olde Town Arvada Special
7700772,BR48,1/1/1970,8/27/2017,BR48,BR48
7700774,BR26,1/1/1970,8/27/2017,BR26,BR26
7700776,BR12,1/1/1970,8/27/2017,BR12,BR12
7700778,BR6,1/1/1970,8/27/2017,BR6,BR6
7700781,BR98,1/1/1970,8/27/2017,BR98,BR98
7700783,BR4,1/1/1970,8/27/2017,BR4,BR4
7700785,BR99,1/1/1970,8/27/2017,BR99,BR99
7700788,BR60,1/1/1970,8/27/2017,BR60,BR60
7700791,BR32,1/1/1970,8/27/2017,BR32,BR32
7700805,BR20,1/1/1970,8/27/2017,BR20,BR20
7700811,BR64,1/1/1970,8/27/2017,BR64,BR64
7700816,BR56,1/1/1970,8/27/2017,BR56,BR56
7700822,BR8,1/1/1970,8/27/2017,BR8,BR8
7700826,BR44,1/1/1970,8/27/2017,BR44,BR44
7700830,BR38,1/1/1970,8/27/2017,BR38,BR38
7700843,BR10,1/1/1970,8/27/2017,BR10,BR10
7700923,RM10,1/1/1970,8/27/2017,RM10,RM10
7700925,RM99,1/1/1970,8/27/2017,RM99,RM99
7700927,RM38,1/1/1970,8/27/2017,RM38,RM38
7700931,RM20,1/1/1970,8/27/2017,RM20,RM20
7700936,RM4,1/1/1970,8/27/2017,RM4,RM4
7700945,RM98,1/1/1970,8/27/2017,RM98,RM98
7700961,RM6,1/1/1970,8/27/2017,RM6,RM6
7700969,RM44,1/1/1970,8/27/2017,RM44,RM44
7700977,RM12,1/1/1970,8/27/2017,RM12,RM12
7700981,RM64,1/1/1970,8/27/2017,RM64,RM64
7700985,RM8,1/1/1970,8/27/2017,RM8,RM8
7700989,RM24,1/1/1970,8/27/2017,RM24,RM24
1000570,169L,8/27/2017,8/28/2017,669,Buckley / Denver Airport
1000570,169L,9/5/2017,12/17/2017,669,Buckley / Denver Airport
206,206,8/27/2017,8/28/2017,206,Boulder Junction/ Fairview H.S.
206,206,9/5/2017,1/1/2036,206,Boulder Junction/ Fairview H.S.
209,209,8/27/2017,8/28/2017,209,CU / Mohawk Dr
209,209,9/5/2017,1/1/2036,209,CU / Mohawk Dr
236,236,1/1/1970,1/1/2036,236,Boulder Junction / US36 &Table Mesa
1000508,AB,8/27/2017,8/28/2017,357,Boulder / Demver Airport
1000508,AB,9/5/2017,1/1/2036,357,Boulder / Denver Airport
1000513,AT,8/27/2017,8/28/2017,521,Arapahoe County / Denver Airport
1000513,AT,9/5/2017,12/17/2017,521,Arapahoe County / Denver Airport
7700843,BR10,8/27/2017,8/28/2017,821,Boulder/Broomfield Broncos-BLDR
7700843,BR10,9/2/2017,9/9/2017,BR10,BR10
7700776,BR12,8/27/2017,8/28/2017,818,US36 & Sheridan Broncos-SHER
7700776,BR12,9/2/2017,9/9/2017,BR12,BR12
7700805,BR20,8/27/2017,8/28/2017,822,Longmont Broncos-LGMT
7700805,BR20,9/2/2017,9/9/2017,BR20,BR20
7700774,BR26,8/27/2017,8/28/2017,803,Dry Creek/University Broncos-DRCK
7700774,BR26,9/2/2017,9/9/2017,BR26,BR26
7700791,BR32,8/27/2017,8/28/2017,805,Evergreen/El Rancho Broncos-EVGN
7700791,BR32,9/2/2017,9/9/2017,BR32,BR32
7700830,BR38,8/27/2017,8/28/2017,819,Federal Shuttle Broncos-FED
7700830,BR38,9/2/2017,9/9/2017,BR38,BR38
7700826,BR44,8/27/2017,8/28/2017,809,Nine Mile Station Broncos-NINE
7700826,BR44,9/2/2017,9/9/2017,BR44,BR44
7700772,BR48,8/27/2017,8/28/2017,811,Pinery/Parker Broncos-PNRY
7700772,BR48,9/2/2017,9/9/2017,BR48,BR48
7700783,BR4,8/27/2017,8/28/2017,816,Wagon Road/Thornton Broncos-WAGN
7700783,BR4,9/2/2017,9/9/2017,BR4,BR4
7700816,BR56,8/27/2017,8/28/2017,813,South High School Broncos-SOHS
7700816,BR56,9/2/2017,9/9/2017,BR56,BR56
7700788,BR60,8/27/2017,8/28/2017,814,US85 & Bridge St. Broncos-US85
7700788,BR60,9/2/2017,9/9/2017,BR60,BR60
7700811,BR64,8/27/2017,8/28/2017,817,Ward Road Broncos-WARD
7700811,BR64,9/2/2017,9/9/2017,BR64,BR64
7700778,BR6,8/27/2017,8/28/2017,815,Wadsworth-Hampden Broncos-WADS
7700778,BR6,9/2/2017,9/9/2017,BR6,BR6
7700822,BR8,8/27/2017,8/28/2017,810,Olde Town Arvada  Broncos-OLDE
7700822,BR8,9/2/2017,9/9/2017,BR8,BR8
7700781,BR98,8/27/2017,8/28/2017,823,Metro Loop Extra Broncos-BMLX
7700781,BR98,9/2/2017,9/9/2017,BR98,BR98
7700785,BR99,8/27/2017,8/28/2017,824,Northern Loop Extra Broncos-BNLX
7700785,BR99,9/2/2017,9/9/2017,BR99,BR99
7700689,LD,8/27/2017,8/28/2017,366,Longmont / Denver
7700689,LD,9/5/2017,1/1/2036,366,Longmont / Denver
7700690,LX,8/27/2017,8/28/2017,367,Longmont I-25 Express
7700690,LX,9/5/2017,1/1/2036,367,Longmont I-25 Express
7700923,RM10,8/27/2017,8/28/2017,707,CU-CSU Boulder/Broomfield (BLDR)
7700923,RM10,9/2/2017,1/1/2036,RM10,RM10
7700977,RM12,8/27/2017,8/28/2017,710,CU-CSU US36 & Sheridan (SHER)
7700977,RM12,9/2/2017,1/1/2036,RM12,RM12
7700931,RM20,8/27/2017,8/28/2017,708,CU-CSU Longmont (LGMT)
7700931,RM20,9/2/2017,1/1/2036,RM20,RM20
7700989,RM24,8/27/2017,8/28/2017,808,CU-CSU Alameda/Havana (ALAM)
7700989,RM24,9/2/2017,1/1/2036,RM24,RM24
7700927,RM38,8/27/2017,8/28/2017,711,CU-CSU Federal Shuttle  (FED)
7700927,RM38,9/2/2017,1/1/2036,RM38,RM38
7700969,RM44,8/27/2017,8/28/2017,704,CU-CSU Nine Mile Station
