DATETIME_OCCURRED,INC_ID,VEHICLE_ID,ROUTE,DELAY_MINUTES,SYMP_SYMPTOM,DESCRIPTION
4/22/2017 4:45:00 PM,2235854,6175,24,42,0160,FLAT TIRE/CC P U SP UNIV STATION RUN LATE
4/22/2017 4:26:00 PM,2235834,LRV207,103,3,3100,TRAIN-73 BCU FAULT IN LRV-207 THEN TRAIN LINED TO LRV-279 A-TRUCK. CUT ROTARY OUT IN 279 TO MOVE AND TRADE WITH EVENT TRAIN-90.   CAB B
4/22/2017 1:30:00 PM,2235771,5107,3,30,0160,RF TIRE MAKING NOISE AND BLACK FLUID COMING FROM THE LUG NUTS/ADVISED OP TO ST UNTIL MET/SHE HAD PAX ABOARD/CC/CCLX FROM ALA STA/5107 WAITING FOR SUPV TO EXAMINE THE TIRE
4/22/2017 9:39:00 AM,2235704,3930,59,40,0160,REAR CURBSIDE OUTER DUAL TIRE IS LOW TD NOTIFIED. NAIL IN THE SIDE WALL. BUS SIDE TRACKED. 40 MIN OF LOST TIME PER TD.
4/22/2017 7:55:00 AM,2235679,6053,31,23,0215,FRONT BRAKE ON THE CURBSIDE IS SMOKING. SIDETRACK AT LOCATION. 6140 TO RUN SPACE ON TIME NB.
4/22/2017 5:46:00 AM,2235663,1623-R-2001,MALL,33,0650,GAS SMELL IN THE DRIVERS AREA OF THE BUS T-TRUCK TO MEET BUS.  HOSE IS LEAKING BUS IS HEADED BACK TO GARAGE FOR TRADE
4/21/2017 9:27:00 PM,2235502,LRV301,101,20,3131,TRAIN-32 REPORTED COUPLE BREAKER KEPT TRIPPING IN LRV-211 AND TRAIN WOULD NOT MOVE. TRIED THROWING AND WOULD JUST TRIP. TRADE WITH EVENT TRAIN -91 AT ALAMEDA.   CAB A
4/21/2017 4:05:00 PM,2235404,9314,15L,18,0030,BACK DOOR STICKING/BUS WILL NOT MOVE/3 MINUTE SHUTDOWN RESET SUCCESSFUL
4/21/2017 2:14:00 PM,2235385,1407,20,16,1020,WHEELCHAIR RAMP NOT WORKING PROPERLY. TRADED BUS AT PULL OUT. SENT TO DUS B-6 TO RUN THE TRIP LATE. DUS STARTER NOTIFIED. OPERATOR ARRIVED TO START TERMINAL AT 2:59PM.
4/21/2017 3:14:00 PM,2235381,LRV124,101,12,3143,SCC CALLED TO HOLD TRAIN-1 AT 30TH FOR SUSPECT THAT VANDALIZED WINDOW IN TRAIN. LRV-145 B-END OF TRAIN.   CAB A
4/21/2017 2:17:00 PM,2235376,3927,77,17,0022,ON DEADHEAD TO START TEMINALý STOP ENGINE LIGHT ON AND BUS SHUT DOWNý LX TO START ROUTE AT MINERAL STATION;
4/21/2017 2:39:00 PM,2235375,6033,16,14,0705,BUS BRAKE WILL NOT RELEASE AND OPERATOR NOT ABLE TO GET GOING. HEARS AN AIR LEAK. OPERATOR SHUT THE BUS OFF AND RE-STARTED IT. HE WAS ABLE TO START MOVING AGAIN. PLATTE RUNNING REP
4/21/2017 12:39:00 PM,2235329,6060,0,3,0002,SIGN ON INSIDE BEHIND OP IS OPEN AND KIND OF FELL OPEN //T TRUCK WILL MEET AT I 25 AND BROADWAY ///GOOD BUS
4/21/2017 12:15:00 PM,2235323,LRV130,101,4,3134,UNKNOWN LRV. OP CALLED IN BLOWER/TCU FAULT. COULD NOT FIND WHITE LIGHT. CLEARED WITH ACK BUTTON. SUP #328 CHECKED BLOWER MOTORS AT 20TH. ALL CLEAR.   CAB B
4/21/2017 8:06:00 AM,2235217,1502,FF,15,1005,LIFT PROBLEM/ TRADE AND RUN TRIP LATE
4/21/2017 5:46:00 AM,2235185,5245,28,12,0160,RIGHT FRONT TIRE FLAT //CALLED FTCC TO NOTIFY //RESPACED TO CENTRAL PARK AT 618 EIGHT MINUTES LATE //
4/21/2017 5:56:00 AM,2235183,6078,121,5,0022,LOW TRANS FLUID LIGHT ON //CALLED EM TO SEND TRK OUT TO MEET AT 617 AT COLFAX AND PEORIA//ADDED QUART AND GOOD BUS NOW TK 288
4/20/2017 7:29:00 PM,2234976,9311,83,84,0022,STOP ENGINE/LOW COOLANT/TANK LOOKS EMPTY/EM T288/PAX ACCOM BY FOLLOWER/NO LOOP AVAILABLE/TRUCK FIXED/RESPACE TO NEXT TRIP OUT OF 9 MILE
4/20/2017 6:31:00 PM,2234943,2073-R-2000,43,14,0038,OPP TOLD THAT SOMETHING DRAGING SPARKING REAR OUSDIE OF BUS/T317/MLX78/RUN LATE TO PL
4/20/2017 4:35:00 PM,2234905,6006,21,75,0022,ST ON I25/CK ENGINE/MIL/STOP ENGINE/MLX15 TRADE/RESPACE TO COLO STN WB 1801/TRUCK FIX/PULL IN TO EM
4/20/2017 4:33:00 PM,2234847,6118,50,27,0160,CURBSIDE OUTSIDE DUAL TIRE FLAT. FTCC NOTIFIED. MLX 5110 TO TRADE AND RUN SPACE ON TIME SB FROM OLD TOWN
4/20/2017 3:29:00 PM,2234804,LRV318,101,2,3106,THE ATS KEEPS GOING OFF HAD TO OUT IT INTO BYPASS   CAB A
4/20/2017 1:24:00 PM,2234765,6135,100,42,0022,STOP ENG BZR. TD. ST.
4/20/2017 10:03:00 AM,2234681,6048,0,91,0610,ST/ STOP ENGINE AND LOW COOLANT LIGHTS CAME ON AND THE BUS DIED/ BAD SENSOR/ CLEAR AND TRADE/ RESPACE TO DUT
4/20/2017 6:44:00 AM,2234613,LRV125,101,12,3138,TCU FAULT 125 B DEBOARDED PAX AT EVANS PULLED TRAIN INTO ELATI REPLACED BY LRX   CAB B
4/19/2017 10:16:00 PM,2234405,LRV240,101,2,3138,TRAIN-71 REPORTED TCU FAULT IN LRV-240Aý LEAD CAB. PULLING IN AT DUS AT RESTRICTED.   CAB A
4/19/2017 8:03:00 PM,2234400,LRV323,101,7,3132,OPER GETTING PROPULSION FAULTSý WE TRADED THE CONSIST AT BROADWAY STATION AND PULLED IT INTO ELATI. OPER UNSURE WHICH LRV HAD THE FAULTý FAULT CLEARED AT BELVIEW AND DID NOT RE OCC
4/19/2017 7:49:00 PM,2234385,LRV311,101,4,3100,B-TRK FRICTION BRK ROTOR CUT OUT. TRAIN IS OOS. 4-MIN DELAY FOR SERVICE TRAINS BEHIND   CAB B
4/19/2017 7:07:00 PM,2234369,LRV313,101,2,3136,TRAIN-13 REPORTED THAT HIS TRAIN HAD SHUT DOWN ON HIM TWICEý HE WAS OPERATING OUT OF LRV-313 B-END. NO ALARMS AND OPERATOR WAS UNDER 55MPH. POSSIBLE DEAD MAN ISSUE????   CAB B
4/19/2017 4:52:00 PM,2234363,3949,228,32,0505,NO START. FT ADVISED. FTLX BUS # 3806 ON SPACE FROM MCCASLIN PNR AT 17:07.
4/19/2017 4:11:00 PM,2234315,3627,FF,10,0047,HOT LUNCH/FFLX TRADE
4/19/2017 12:48:00 PM,2234306,1528,AT,36,0405,COOLANT LEAK /TRADE ON RT /LATE/
4/19/2017 2:35:00 PM,2234276,5260,133,35,0160,CURBSIDE OUTSIDE DUAL FLAT. TRUCK TO LOCATION. MLX15 RUNNING SPACE ON TIME. MLX 20 TO LOCATION TO TRADE.
4/19/2017 7:08:00 AM,2234165,6024,44,27,0024,HORN CONTINUES TO BLOWýOPERATOR IS TAKING BUS TO PL DIVISIONýOPERATOR RESP TO 44TH/FEDERAL EB 7:49 AM
4/19/2017 8:56:00 AM,2234156,1994,L,52,0022,ST/ STOP ENGINE/ HOT ENGINE/PAX TO FOLLOWER/ TRADE/ NLX DRIVE TO BO DIV/ TRADE MADE/ RESPACE TO LAF PNR 1021A
4/19/2017 6:51:00 AM,2234115,3726,90L,2,0125,R FRNT AIR BAG DOWN. KNEEL NOT GOING UP. 120PSI PLRR. S44
4/19/2017 6:57:00 AM,2234114,LRV277,101,5,3128,TRAIN REPORTED FAULT AT 10/OSAGE INBOUND FAULT RETURNED AT CONV. DEBOARD AT 10TH/OSAGE PULLED INTO MARIPOSA TRADED TO LRX PICKED UP SERVICE AT BROADWAY   CAB A
4/19/2017 5:48:00 AM,2234065,LRV123,107,15,3138,OPERATOR CALLED TO REPORT TCU UNABLE TO CLEAR TCU WITH KEY OUT/KEY UP SENT SOTTHMOOR CUT BAD CAR. RAN TO LINCOLN OUT OF SERVICEý PICKED UP SCHEDULE   CAB A
4/18/2017 5:12:00 PM,2233858,2123,38,53,0022,STOP ENGINE LIGHT. RE-SPACED TO EB 44TH/FEDERAL AT 17:48.
4/18/2017 5:46:00 PM,2233806,3851-R-2000,JUMP,17,0160,RR OS DUAL FLATT/ST FTL/FOLLOWER ACCMD PAX
4/18/2017 4:30:00 PM,2233789,6004,16,84,0022,LOW TRANSMISSION LIGHT. BUS TAKEN BACK TO THE GARAGE FOR REPAIRS. RE-SPACED TO DECATUR STN TO LEAVE AT 18:03.
4/18/2017 3:16:00 PM,2233760,1405,21,93,0605,OIL LEAK. NO POWER TO BUS. TRUCK AND TRADE TO LOCATION. RESPACE BUS EB ILIFF HAVANA 1708
4/18/2017 11:34:00 AM,2233755,6280,73,50,0022,COOLANT  / RE-GEN LIGHTS ARE ON / NO LEAKS / EM MAINT / MECH REQUESTED TOW TRUCK / PLT DIV WILL TOW BUS / OP WILL WRITE UP IN DOT BOOK
4/18/2017 4:20:00 PM,2233748,LRV136,101,1,3106,ATS IN NORMAL WOULD NOT ALLOW TRN TO MOVE SB TO SOUTH HIGH BLOCK. BY-PASS WORKED.   CAB A
4/18/2017 3:31:00 PM,2233733,LRV204,101,5,3128,TRAIN-63 RECEIVED APS FAULTS AND THEN BLOWER FAULT ON LRV-304 AT LINCOLN. WILL CUT OFF ON B-TRK AND ADD LRV-285 FROM CUTS.   CAB A
4/18/2017 3:14:00 PM,2233725,LRV214,101,5,3138,TRAIN-37 RECEIVED TCU FAULTS AS HE PULLED OUT OF MARIPOSA AND WOULD NOT CLEAR THEN AT RESTRICTED AFTER A KEY DOWN. TRADE WITH LRX AT DUS.   CAB A
4/18/2017 12:56:00 PM,2233683,1529,AT,15,0510,ST/ BATTERY LIGHT BLINKINGý ALTERNATE BELT HANGING/ TRADE WITH MLX 12/T288/ CLEAR TO THE DIVISIONý BATTERY LIGHT STILL FLICKERING
4/18/2017 11:53:00 AM,2233662,LRV278,101,9,3130,OPERATOR REPORTED LVPS FAULT AT COLORADOý DEBOADED PAX AT UNIV AND PULLED INTO ELATIý FILLED SPACE NB 10TH AND OSAGE   CAB A
4/18/2017 5:59:00 AM,2233505,3708,L,85,1020,ST/ LIFT WON`T STOWý JUST GOES UP AND DOWN/ADA PAX TO FOLLOWER/ INFO TO BO RR. RESPACE TO BFLD PNR 736A WITH TRADE
4/18/2017 4:32:00 AM,2233500,6166,76,22,0022,STOP ENGINE LIGHTýCHECK COOLANT LIGHTýBUS LEAKING FLUIDýOPERATOR RESP TO ALLISON/VIRGINIA 5;37 AM.
4/18/2017 5:09:00 AM,2233478,1807,FMR,7,0505,S30; NO START PULLED OUT LATE.
4/18/2017 4:29:00 AM,2233442,9401,15L,46,0004,21401 NATE EMRR; OPER REFUSE TO TAKE THE BUS DUE CLEANING ODOR IN THE BUS;OPER SAID IT SMELLS LIKE BUS SPRAY;  NATE SAID THE BUS IS OK TO TAKE; NEED A SUPV.; S24.  EM SUPV SENDING
4/17/2017 6:55:00 PM,2233264,LRV235,103,11,3101,TRAIN-72 RECEIVED BCU FAULTS IN LRV-235 C-TRK  MULTIPLE TIME AND WOULD CLEAR AFTER KEY DOWN. OFF AT MARIPOSA AND TRADE WITH CUTS FROM DUS.   CAB B
4/17/2017 4:12:00 PM,2233262,6006,44,93,0405,STOP ENGN MIL/ST/T317/NEEDS TOW OPP TO PL OFF/RELF S41 TO PL GET NEW BUS RESP/631P YOUNGFLD/T303/STRANSPORT OPP TO PL 1859
4/17/2017 4:37:00 PM,2233212,LRV128,107,4,3106,ATS SITTING AT SIGNAL. MISSED LIGHT CYCLE. HAD TO WAIT.   CAB B
4/17/2017 2:41:00 PM,2233204,6025,3,8,0022,CK ENGINE LIGHT AND ALARM ///NO LEAKS OR MISSING BELTS///CALLED T TRUCK TO MEET AT 400 ALAMEDA STN//ADDED DEF FLUID ///GOOD BUS
4/17/2017 2:28:00 PM,2233175,6018,16L,37,0405,COOLANT LEAK/ NO MLX/ RESPACED COLF BDWY 325PM
4/17/2017 2:49:00 PM,2233167,LRV271,101,15,3106,TRAIN-35 MARIPOSA YARD ON PULL OUT COULD NOT GET LRV-271 TO MOVE EVEN AFTER PUTTING ATS IN BYPASS. TRADE WITH LRX TRACK 2.   CAB A
4/17/2017 1:55:00 PM,2233149,2201-R-2000,65,50,0022,CHK ENG AND STOP ENG LIGHT ON///NO LEAKS OR MISSING BELTS /// CALLED MLX 20  AND TRUCK /// RESPACE TO MONACO AND ALAMEDA SB AT 247/// GAVE DIRECTIONS ON HOW TO RUN IN FALLBACK// SE
4/17/2017 11:15:00 AM,2233123,3962,104,17,0635,ENGINE HEAVEY SMOKE/IN SIDE BUS /STOP BUS GET PAX OFF /WAIT FOR TRADE/FT
4/17/2017 12:42:00 PM,2233117,5222,225,12,0605,BROMFIELD PNR AND THE BUS WILL NOT START FTLM NOTIFIED LX PICKED UP SPACE AT LAFAYETTE PNR
4/17/2017 12:32:00 PM,2233115,LRV318,101,5,3100,FRICTION BRAKE FAULT LRV318ý C TRUCK. DEBOARDED PAX AT 10TH/OSAGEý PULLED TRAIN INTO MARIPOSA AND TRADED CONSIST.   CAB A
4/17/2017 12:26:00 PM,2233108,6066,65,20,0022,STOP ENG/DIESEL EXHAUST; T288
4/17/2017 10:18:00 AM,2233080,6047,32,69,0160,FRNT CURB TIRE FLAT. S/T MLX 2 2160 RNSP 1134-1145. RESP 1145
4/17/2017 10:19:00 AM,2233073,6016,28,40,0022,NO CONTACT; SENT DATA. CK ENG/REGEN. TRK TO MEET. RESP 1113A IS NO PAX THE DH TO YOUNGFIELD.
4/17/2017 9:41:00 AM,2233032,3912,35,19,0022,STOP ENGINE LIGHT CAME ON AND BUS SHUT OFF THERE IS ALSO COOLANT LEAKING OUT OF THE BACK OF THE BUS  5126 LOOP EXTRA TO PICK UP SPACE AT HAMPTON AND COLORADO AT 9:46 AM
4/17/2017 6:59:00 AM,2232968,9391,31,47,0022,CHECK ENGINE LIGHT CAME ON AND THE BUS SHUT DOWN.  THE OPERATOR STATES THAT THERE IS AN OIL LEAK AT WELL THE T-TRUCK WAS NOTIFIED  BUS WILL HAVE TO BE TOWED BACK TO GARAGE.  MLX 10
4/17/2017 6:12:00 AM,2232957,2106-R-2000,32,2,0505,LATE PULL OUT WOULDN?T START TOLD OP NOT TO TURN OFF FOR A WHILE// AND TO CALL WHEN REACH START TERMINAL/LATE 2 MIN
4/17/2017 5:01:00 AM,2232949,9328,36L,30,0022,HAVE AN UKN ORANGE LIGHT ON. RNSP LATE
4/16/2017 8:16:00 PM,2232821,9301,15L,63,0022,TRANS LIGHT ON AND BUS RUNNING POORLY//TOLD OP TO TURN TO OFF POSITION SEE IF RESETS// WONT START///CALLED PLATTE RR//SENDING T TK AND BUS TO OP ///CANCELLED TRIP 830-933 PM// RESP
4/16/2017 8:46:00 PM,2232818,LRV277,101,12,3114,DOOR 3 ON 277 WOULD NOT CLOSE HAD TO CUT IT OUT. OPR HAD PROBLEMS TRYING TO CLOSE IT   CAB B
4/16/2017 6:11:00 PM,2232794,6068,15,12,0022,CK ENGINE LIGHT STOP ENG AND LOW COOLANT LIGHT ON  CALLED EM WILL BRING TRADE BUS OUTSIDE FOR TRADE IN DRIVEWAY?.
4/16/2017 5:44:00 PM,2232786,1517,AA,20,1020,LIFT WILL NOT DEPLOY
4/16/2017 4:29:00 PM,2232777,6280,105,9,0022,CK ENG  AND ALARM // REGEN LIGHT ON /CALLED RR TO SEND TRK AND TRADE TO HAVANA AND ALAMEDA TO MAKE TRADE ASAP//
4/16/2017 3:59:00 PM,2232776,6021,43,22,0160,REAR STREETSIDE OUTER DUAL FLAT CALLED RR TO SEND TRUCK AND PLATTE TO SEND REPORT OUT TO RUN SPACE //NO MLX AVAIL// WILL PICK UP SPACE AT 435 AT STOUT AND 18TH  // CURTAILED TRIP//
4/16/2017 11:28:00 AM,2232696,6011,44,19,0160,FLAT TIRE? PAX REAR INSIDE. S/T 38TH. RNSP LATE. MLX TOOK THE BUS TO GARAGE.
4/16/2017 8:27:00 AM,2232668,6009,48,15,0038,BACKDOOR/ TIGHTEN CURBSIDE MIRROR
4/16/2017 8:24:00 AM,2232665,6104,105,2,0022,LOW COOLANT LIGHT
4/15/2017 10:46:00 AM,2232403,LRV263,101,5,3100,263 BRAKE FAULT CENTER TRUCKý CUT OUT AND TRADED AT I-25.   CAB B
4/15/2017 1:30:00 AM,2232201,6287,15,83,0160,FRONT CURBSIDE TIRE IS FLAT EAST METRO MAINTENANCE NOTIFIED AND SENT TO SERVICE BUS.  BUS MISSED HIS LAST ROUND TRIP DUE TO TIRE CHANGEý WAS CLEARED TO PULL-IN.
4/14/2017 11:05:00 PM,2232181,6277,20,20,0022,THE DIF GUAGE IS IN THE RED.
4/14/2017 8:15:00 PM,2232158,1513,FF,52,0160,THERE IS A NAIL IN THE CURB SIDE TAG WHEEL. MLX BLOCK 11 ON SPACE FROM THE DOWNTOWN BOULDER STN.
4/14/2017 8:29:00 PM,2232124,LRV305,103,15,3142,LRV 305 ON THE CENTER TRUCK CAUGHT ON FIRE OPR SAID THAT HE HAD NO FAULTS AND HE WAS ROLLING FREELY   CAB A
4/14/2017 5:43:00 PM,2232119,6283,15,37,0160,THE CURB SIDE REAR OUTSIDE TIRE HAS A LARGE BULDGE ON IT.
4/14/2017 5:23:00 PM,2232057,LRV259,103,15,3128,TRAIN-75 LRV-258 APS FAULTS AND WOULD NOT CLEAR. TRADE AT DUS WITH LRX.   CAB A
4/14/2017 3:43:00 PM,2232035,3617,FF,67,0022,RED BRAKE PAD LIGHT/NEEDS TRADE/1543 TRIP CANCELLED/RESPACE TO TBMS EB 1714/PARTIAL STRIP SUSPENDEE
4/14/2017 4:19:00 PM,2232025,LRV307,101,2,3131,NO HEAD LIGHTS OR WIG WAG. BURY CAB   CAB A
4/14/2017 3:47:00 PM,2232005,LRV205,101,6,3100,TRAIN-13 LRV-2401 C-TRUCK CUT OUT VIA. ROTARY AND AT RESTRICTED DUE TO FRICTION BRAKE FAULTS. TRADE AT I-25 WIOTH LRX.50.   CAB B
4/14/2017 1:27:00 PM,2231919,5020,31,44,0004,BUS  SMELLS GAS. OP ST BUS AND EVACUATED PAXý PAX TOOK FOLLOWER. SS CLEARED. OP RE-SPACED TO WESTMINSTER. 1320 LOSS 44 MINUTES.
4/14/2017 11:24:00 AM,2231882,6280,153,73,0022,CHECK ENGINE/REGEN NEEDED LIGHT ON. BUS DIED. ST. OP CONTINUE LX 18 TRADE. BUS RE-SPACED TO AURORA STATION. 1318. LOSS 73 MINUTES.
4/14/2017 8:15:00 AM,2231817,LRV132,101,10,3138,LRV 132A RECEIVING TCU/BCU FAULTS COULDN`T GET FAULTS TO CLEAR AFTER SEVERAL KEY OUT/ IN  ATTEMPTS. LRV TRADED OUT AND TAKEN TO ELATI.   CAB A
4/14/2017 6:37:00 AM,2231789,6072,6,52,0022,STOP ENGINE LOW COOLANT LIGHTS/ BUS SHUT DOWN/ T288/ NO MLX/ RESPACED COLF BILL RT 15 WB 836AM
4/14/2017 6:04:00 AM,2231770,1529,RX,9,0022,BATTERY LIGHT WARNING  ON//CALLED PLATTE RR//SAID PROB LOST BELT FOR ALT// AND WILL BREAK DOWN IN ROUTE //CALLED OP AND HAD HER HEAD TO AIRPORT AND 40TH TO MAKE TRADE AND GET BACK
4/14/2017 5:02:00 AM,2231768,3925,402L,55,0505,NO START//NO WARNING LIGHTS //NO LEAKS //CALLED TD TO ADVISE //SAID SENDING MLX TO START ROUTE AT PARK MEADOWS AT 552 BUT LATE GETTING TO START TERMINAL// TRADE DONE
4/14/2017 6:29:00 AM,2231767,9337,72L,27,0022,CHECK ENGINE. LOW COOLANT. STOP ENGINE. NO LEAKS. COOLANT IS GOOD.  FOLLOWER IN 9338 TO ACCOM PAX. SIDETRACK AT LOCATION. TRUCK TO MEET.
4/14/2017 5:45:00 AM,2231740,2106-R-2000,9,6,0012,COULDN?T GET SEAT ADJUSTED IN BUS //PULLED OUT LATE//CALLED IN BY SS38
4/14/2017 4:50:00 AM,2231700,3916,483,24,0022,RED SOOT FILTER LIGHT IS FLASHING TRIP LOST PICKED RUN UP AT LINCOLN STATION AT 6:12 AM
4/14/2017 4:26:00 AM,2231632,6269,105,57,0022,CHECK ENGINE/STOP ENGINE LIGHT ON. BUS DIED. NO LEAKS/BROKEN BELTS. PAX ACCOMMODATED BY FOLLOWER. EM T-TRUCK.. TRUCK CLEARED RE-SPACED TO ULSTER-TUFTS. LOSS 57 MINUTES.
4/13/2017 7:51:00 PM,2231545,6253,21,24,0022,FIRE ALARM GOING OFF/NOTHING ELSE WRONG/NO FIRE/SHUT DOWN BUS FOR 3 FULL MINUTES/NO GOOD/LAST TRIP/PAX ACCOM BY FOLLOWER/PULL IN/MISSED LAST HALF OF LAST TRIP/T288/ON THE WAY TO EM
4/13/2017 7:12:00 PM,2231514,9350,120X,75,0405,BUS HAS FLUID LEAK / PLT MAINT / TRUCK WILL MEET OP WGN RD PNR / OP WILL DH TO DUS FOR 7:53P TRIP / OP WILL WRITE UP IN DOT BOOK/MISSED 7:53 TRIP/DH TO WGN RD
4/13/2017 6:48:00 PM,2231513,1527,AT,29,0024,THE HORN KEEPS GOING OFF.
4/13/2017 7:30:00 PM,2231510,LRV106,107,2,3136,TRAIN-27 REPORTED TRAIN SHUTTING DOWN AT RANDOM ON ALIGNMENT BETWEEN 9MILE AND LINCOLN. HAS NO ALARMSý JUST DISK BRAKE APPLIED LIGHT COMES AND HAS TO KEY DOWN. HAD HIM TRY HAND HEL
4/13/2017 3:57:00 PM,2231502,6220,DASH,15,0022,BUS BEEPING/NO LIGHTS/SLOWING DOWN/SHUT DOWN 3 MINUTES/BEEPING STOPPED BUT STILL TAKES OFF SLOW/CONTINUING/TRADE WITH BLOCK 9 PULLING IN
4/13/2017 2:21:00 PM,2231404,2095,12,37,0160,CURBSIDE OUTER REAR DUAL FLAT //TOLD OP  TO HOLD UP// SENT MLX 5 TO TRADE //CALLED RUNNING REPAIR GOT TRUCK MOVING THAT WAY// CALLED FOLLOWER 6029 TO ACCOMMODATE PAX//RESPACED TO 2
4/13/2017 2:54:00 PM,2231402,LRV117,107,1,3135,LOST HORN / GONG. SAFETY STOPS ALL XINGS. BURY CAB   CAB A
4/13/2017 1:18:00 PM,2231365,3623,FF,18,1020,DUS STARTER; WC PAX IS STUCK ON THE LIFT. TRK GOT WC OFF THE BUS.
4/13/2017 11:00:00 AM,2231294,LRV102,101,7,3114,LRV 102ý DOOR 12 WOULD NOT LOCK OUTý UNABLE TO SECURE DOOR. LRV CUT AND TAKEN BACK TO ELATI.   CAB A
4/13/2017 5:40:00 AM,2231200,9337,72L,24,0022,CK ENG LIGHT; LOW COOLANT LIGHT; NO LEAKS; LIGHTS STILL ON; LIGHTS WENT OUT; PKUP SP WARD PNR
4/13/2017 5:35:00 AM,2231170,1658,MALL,10,0225,PARKING BRAKE NOISEýOPERATOR PULLED OUT LATE.
4/12/2017 4:30:00 PM,2230949,2294-R-2000,105,148,0022,STOP ENG LITE / BUS ST / EM MAINT / TRUCK WILL MEET OP IN RTE / NO LX AVAIL / TRUCK WILL FOLLOW BUS BACK TO GARAGE
4/12/2017 3:17:00 PM,2230931,3637,FF,10,0910,NO AC. THE OPERATOR WAITED UNTIL AFTER PULL OUT TIME TO LET DISPATCH KNOW SHOULD WOULD BE PULLING OUT LATE. SHE WAS ADVISED NEXT TIME TO INFORM DISPATCH AS SOON AS POSSIBLE INSTEAD
4/12/2017 4:40:00 PM,2230912,1516,55S,22,1005,PAX WITH WC ON LIFT/LIFT STUCK?WONT GO UP OR DOWN/HAD OP SHUT BUS OFF AND RESTART?NO GO//SHE FINALLY GOT IT "UNSTUCK" AND PAX DEBOARDED AND WILL CATCH ANOTHER BUS/BUS WAS UNABLE TO
4/12/2017 4:12:00 PM,2230900,LRV246,101,15,3100,TRAIN-66 RECEIVING FRICTION BRAKE FAULTS FROM LRV-296 ON HIS CONSIST MULTIPLE TIME AND AT RESTRICTED. WILL TRADE FROM LOUISIANA TO I-25 WITH LRX-30. ALSO NOTE FLAT SPOTS REPORTED O
4/12/2017 3:32:00 PM,2230879,1543,RX,10,0510,ELCTR RED LIGHT EACH TIME I STOP/ST/LX T/T317
4/12/2017 2:27:00 PM,2230855,LRV320,101,2,3106,TRAIN-36 ATS PENALTY IN YARD AND ALSO AT LOUISIANA SOUTH BOUND. PUT IN ATS BYPASS.   CAB A
4/12/2017 12:13:00 PM,2230805,6137,483,151,0160,RF TIRE TOTALLY FLAT/ST/TD///AT 1314 I CALLED TD AND THEY SAID THE TIRE CO. SHOULD BE WITH IT RIGHT NOW AND THEY WILL CALL WHEN DONE/DH TO 9 MILE FOR NEXT TRIP
4/12/2017 10:57:00 AM,2230794,5022,100,13,0610,ENG DIED. STUCK IN THE INTERSECTION. TD. 6132 RNSP 1128-1139. RESP 1139A.
4/12/2017 9:03:00 AM,2230782,LRV264,101,25,3136,OPERATOR STATED HE "MAY" STEPPED THROUGH DEAD MAN AND TRAIN CAME TO A STOP. HAD HIM KEY OUT/INý STILL WOULDN`T MOVE. PUT ATS IN BYPASS IN ALL 3 CARSý TRAIN MOVED IN OPPOSITE DIRECT
4/12/2017 7:49:00 AM,2230744,9383,15L,18,0405,SOMETHING LEAKING IN THE REAR OF THE BUS INSIDE. ADV. S34
4/12/2017 9:29:00 AM,2230743,9373,15L,42,0047,NOT LUNCH/ASKED OP TO RUN TO EM AND WOULD TRADE IN DRIVEWAY/HE SAID THE HOT LUNCH WAS RIGHT ON THE FRONT STEPS AND NOONE COULD BOARD/I ASKED HIM TO DRIVE TO PLATTE FOR T/I CALLED P
4/12/2017 5:30:00 AM,2230640,NOID,101,15,3106,226-213-209 WILL NOT MOVEý NO WHITE LIGHTSý NO FAULTS AND TRIED EVERY CAB WITH ATS CUT OUT AND WAS ABLE TO MOVE.
4/11/2017 9:44:00 PM,2230462,9301,83,37,0022,THE CHECK TRANSMISSION LIGHT IS ON. T305
4/11/2017 4:28:00 PM,2230395,1548,R,11,1005,NO POWER TO LIFT  /TRADE AT PL
4/11/2017 3:52:00 PM,2230359,6218,STMP,44,0022,THE MIL LIGHT IS ON.
4/11/2017 2:33:00 PM,2230301,3851-R-2000,JUMP,15,0610,ENGINE STALLED OUT. FTL ADVISED.
4/11/2017 12:10:00 PM,2230273,LRV231,101,12,3100,FRICTION BRAKE FAULT LRV231A. DEBOARDED PAX AT BDWY AND TRADED CONSIST.   CAB A
4/11/2017 12:38:00 PM,2230250,5183,40,41,0160,STREET SIDE REAR TIRES HAVE BULGES IN THEM S/T. FT. RESP 134P
4/11/2017 12:36:00 PM,2230241,3720,BOLT,10,1005,STUCK OUT /OPP GOT TO GO PAX ACMD /OK/S20
4/11/2017 12:02:00 PM,2230224,LRV282,101,5,3139,B-TRUCK HAD A CAP COME OFF A COVER AND WIRE IS NOW HANGING OUT OF IT   CAB B
4/11/2017 11:28:00 AM,2230222,5116,30,45,0505,TRADE MADE
4/11/2017 10:17:00 AM,2230202,6023,16L,12,0705,WONT GO BACK INTO GEAR/// TRIED SHUTTING BUS ALL THE WAY DOWN AND CYCLING LIFT // CALLED MLX 2 TO MAKE TRADE
4/11/2017 9:55:00 AM,2230195,6056,120,41,0022,STOP ENGINE LIGHT AND ALARM. 5176 RUNNING SPACE ON TIME 120TH SABLE ON TIME.
